,datelist,animal,variable,fram,lens
deet,20161029c1v4,1,V6,1610,15
deet,20161029c1v4,1,V12,1747,5
deet,20161029c1v4,2,V1,420,6
deet,20161029c1v4,3,V2,26,6
deet,20161029c1v4,3,V5,67,12
deet,20161029c1v4,3,V6,82,13
deet,20161029c1v4,3,V15,193,6
deet,20161029c1v4,3,V17,224,6
deet,20161029c1v4,3,V18,361,11
deet,20161029c1v4,3,V20,391,7
deet,20161029c1v4,3,V22,429,13
deet,20161029c1v4,3,V26,467,23
deet,20161029c1v4,3,V30,519,40
deet,20161029c1v4,3,V32,551,23
deet,20161029c1v4,3,V34,572,8
deet,20161029c1v4,3,V35,584,8
deet,20161029c1v4,3,V37,599,8
deet,20161029c1v4,3,V39,635,6
deet,20161029c1v4,3,V41,660,6
deet,20161029c1v4,3,V42,668,5
deet,20161029c1v4,3,V43,677,7
deet,20161029c1v4,3,V52,1233,11
deet,20161029c1v4,3,V54,1251,6
deet,20161029c1v4,3,V63,1356,6
deet,20161029c1v4,3,V64,1372,9
deet,20161029c1v4,3,V68,1393,5
deet,20161029c1v4,3,V72,1423,11
deet,20161029c1v4,3,V73,1448,23
deet,20161029c1v4,3,V76,1466,7
deet,20161029c1v4,3,V77,1476,8
deet,20161029c1v4,3,V80,1492,5
deet,20161029c1v4,3,V81,1507,9
deet,20161029c1v4,3,V84,1525,7
deet,20161029c1v4,3,V85,1536,5
deet,20161029c1v4,3,V86,1554,15
deet,20161029c1v4,3,V87,1592,36
deet,20161029c1v4,3,V90,1611,5
deet,20161029c1v4,3,V93,1627,5
deet,20161029c1v4,3,V96,1647,6
deet,20161029c1v4,3,V97,1661,12
deet,20161029c1v4,3,V98,1671,8
deet,20161029c1v4,3,V99,1684,11
deet,20161029c1v4,3,V100,1699,13
deet,20161029c1v4,3,V104,1726,7
deet,20161029c1v4,3,V107,1760,17
deet,20161029c1v4,3,V109,1786,21
deet,20161029c1v4,3,V111,1807,14
deet,20161029c1v4,3,V114,1823,8
deet,20161029c1v4,3,V117,1837,5
deet,20161029c1v4,3,V119,1853,11
deet,20161029c1v4,3,V121,1875,13
deet,20161029c1v4,3,V122,1887,7
deet,20161029c1v4,3,V125,1911,8
deet,20161029c1v4,3,V127,1943,11
deet,20161029c1v4,3,V128,1958,12
deet,20161029c1v4,3,V133,2040,5
deet,20161029c1v4,3,V136,2065,5
deet,20161029c1v4,3,V149,2755,6
deet,20161029c1v4,3,V160,2965,10
deet,20161029c1v4,3,V165,3049,5
deet,20161029c1v4,3,V166,3058,7
deet,20161029c1v4,3,V170,3125,5
deet,20161029c1v4,3,V171,3138,6
deet,20161029c1v4,3,V175,3170,20
deet,20161029c1v4,3,V179,3186,5
deet,20161029c1v4,3,V182,3201,5
deet,20161029c1v4,3,V183,3218,10
deet,20161029c1v4,3,V189,3250,7
deet,20161029c1v4,3,V192,3292,12
deet,20161029c1v4,3,V194,3310,13
deet,20161029c1v4,3,V196,3322,5
deet,20161029c1v4,3,V198,3348,19
deet,20161029c1v4,3,V201,3369,9
deet,20161029c1v4,3,V204,3397,15
deet,20161029c1v4,3,V206,3419,13
deet,20161029c1v4,3,V208,3432,8
deet,20161029c1v4,3,V209,3439,5
deet,20161029c1v4,3,V211,3460,15
deet,20161029c1v4,3,V213,3480,7
deet,20161029c1v4,3,V214,3492,10
deet,20161029c1v4,3,V215,3514,17
deet,20161029c1v4,3,V220,3574,8
deet,20161029c1v4,3,V221,3588,12
deet,20161029c1v4,3,V222,3596,6
deet,20161029c1v4,3,V227,3625,10
deet,20161029c1v4,3,V228,3632,5
deet,20161029c1v4,3,V229,3642,6
deet,20161029c1v4,3,V230,3652,7
deet,20161029c1v4,3,V233,3673,6
deet,20161029c1v4,3,V236,3696,7
deet,20161029c1v4,3,V237,3706,5
deet,20161029c1v4,3,V241,3738,17
deet,20161029c1v4,3,V243,3753,6
deet,20161029c1v4,3,V244,3768,5
deet,20161029c1v4,3,V247,3799,22
deet,20161029c1v4,3,V250,3816,7
deet,20161029c1v4,3,V251,3823,5
deet,20161029c1v4,3,V253,3848,17
deet,20161029c1v4,3,V254,3856,5
deet,20161029c1v4,3,V258,3878,8
deet,20161029c1v4,3,V259,3886,6
deet,20161029c1v4,3,V260,3898,5
deet,20161029c1v4,3,V261,3905,5
deet,20161029c1v4,3,V262,3914,7
deet,20161029c1v4,3,V265,3931,6
deet,20161029c1v4,3,V267,3942,6
deet,20161029c1v4,3,V268,3955,9
deet,20161029c1v4,3,V272,3989,13
deet,20161029c1v4,3,V273,4014,5
deet,20161029c1v4,3,V281,4184,5
deet,20161029c1v4,3,V316,4756,13
deet,20161029c1v4,3,V317,4884,18
deet,20161029c1v4,3,V320,4997,7
deet,20161029c1v4,3,V324,5234,28
deet,20161029c1v4,3,V328,5366,14
deet,20161029c1v4,3,V332,5446,5
deet,20161029c1v4,3,V333,5459,5
deet,20161029c1v4,3,V334,5470,8
deet,20161029c1v4,3,V338,5496,5
deet,20161029c1v4,3,V340,5607,21
deet,20161029c1v4,3,V341,5621,12
deet,20161029c1v4,3,V342,5651,8
deet,20161029c1v4,3,V352,5789,10
deet,20161029c1v4,3,V355,5814,9
deet,20161029c1v4,3,V362,5877,5
deet,20161029c1v4,3,V365,6003,9
deet,20161029c1v4,3,V367,6029,19
deet,20161029c1v4,3,V368,6062,30
deet,20161029c1v4,3,V369,6074,6
deet,20161029c1v4,3,V371,6088,5
deet,20161029c1v4,3,V373,6112,19
deet,20161029c1v4,3,V377,6133,5
deet,20161029c1v4,3,V382,6171,12
deet,20161029c1v4,3,V385,6197,7
deet,20161029c1v4,3,V392,6247,8
deet,20161029c1v4,3,V400,6288,9
deet,20161029c1v4,3,V401,6302,7
deet,20161029c1v4,3,V409,6362,7
deet,20161029c1v4,3,V413,6389,8
deet,20161029c1v4,3,V415,6404,6
deet,20161029c1v4,3,V416,6428,21
deet,20161029c1v4,3,V418,6453,10
deet,20161029c1v4,3,V420,6472,9
deet,20161029c1v4,3,V422,6502,17
deet,20161029c1v4,3,V425,6524,5
deet,20161029c1v4,3,V427,6540,10
deet,20161029c1v4,3,V428,6549,7
deet,20161029c1v4,3,V433,6575,5
deet,20161029c1v4,3,V438,6598,8
deet,20161029c1v4,3,V444,6649,14
deet,20161029c1v4,3,V445,6662,6
deet,20161029c1v4,3,V446,6675,11
deet,20161029c1v4,3,V448,6692,5
deet,20161029c1v4,3,V452,6732,13
deet,20161029c1v4,3,V455,6794,7
deet,20161029c1v4,3,V462,6890,7
deet,20161029c1v4,3,V465,6948,13
deet,20161029c1v4,3,V468,7007,42
deet,20161029c1v4,3,V469,7032,23
deet,20161029c1v4,3,V470,7043,9
deet,20161029c1v4,3,V471,7104,21
deet,20161029c1v4,3,V474,7149,29
deet,20161029c1v4,3,V475,7181,22
deet,20161029c1v4,3,V478,7288,80
deet,20161029c1v4,3,V480,7303,5
deet,20161029c1v4,3,V481,7345,40
deet,20161029c1v4,3,V482,7361,14
deet,20161029c1v4,3,V483,7374,6
deet,20161029c1v4,3,V484,7387,10
deet,20161029c1v4,3,V485,7397,6
deet,20161029c1v4,3,V489,7430,5
deet,20161029c1v4,3,V493,7488,12
deet,20161029c1v4,3,V496,7510,5
deet,20161029c1v4,3,V508,7593,9
deet,20161029c1v4,3,V509,7606,11
deet,20161029c1v4,3,V510,7615,5
deet,20161029c1v4,3,V511,7624,6
deet,20161029c1v4,3,V512,7649,8
deet,20161029c1v4,3,V514,7670,12
deet,20161029c1v4,3,V516,7710,21
deet,20161029c1v4,3,V517,7727,13
deet,20161029c1v4,3,V518,7739,10
deet,20161029c1v4,3,V522,7778,10
deet,20161029c1v4,3,V523,7787,7
deet,20161029c1v4,3,V525,7816,10
deet,20161029c1v4,3,V529,7846,10
deet,20161029c1v4,3,V535,7897,15
deet,20161029c1v4,3,V538,7913,6
deet,20161029c1v4,3,V539,7927,6
deet,20161029c1v4,3,V541,7948,13
deet,20161029c1v4,3,V542,7961,10
deet,20161029c1v4,3,V543,7976,8
deet,20161029c1v4,3,V548,8033,11
deet,20161029c1v4,3,V557,8120,13
deet,20161029c1v4,3,V560,8146,9
deet,20161029c1v4,3,V564,8191,5
deet,20161029c1v4,3,V572,8256,5
deet,20161029c1v4,3,V573,8284,6
deet,20161029c1v4,3,V582,8348,9
deet,20161029c1v4,3,V584,8364,11
deet,20161029c1v4,3,V587,8380,6
deet,20161029c1v4,3,V602,8532,6
deet,20161029c1v4,3,V604,8558,8
deet,20161029c1v4,3,V608,8607,5
deet,20161029c1v4,3,V611,8644,14
deet,20161029c1v4,3,V613,8667,5
deet,20161029c1v4,3,V621,8742,5
deet,20161029c1v4,3,V623,8777,7
deet,20161029c1v4,3,V633,8899,10
deet,20161029c1v4,3,V641,8973,9
deet,20161029c1v4,3,V645,9063,7
deet,20161029c1v4,3,V650,9120,6
deet,20161029c1v4,3,V670,9335,6
deet,20161029c1v4,3,V671,9343,6
deet,20161029c1v4,3,V683,9510,11
deet,20161029c1v4,3,V684,9541,9
deet,20161029c1v4,3,V688,9585,6
deet,20161029c1v4,3,V696,9633,6
deet,20161029c1v4,3,V699,9662,5
deet,20161029c1v4,3,V709,9714,6
deet,20161029c1v4,3,V715,9753,8
deet,20161029c1v4,3,V717,9774,6
deet,20161029c1v4,3,V721,9826,5
deet,20161029c1v4,3,V735,9932,11
deet,20161029c1v4,3,V739,9961,5
deet,20161029c1v4,3,V743,10022,21
deet,20161029c1v4,3,V745,10039,6
deet,20161029c1v4,3,V746,10059,15
deet,20161029c1v4,3,V752,10117,20
deet,20161029c1v4,3,V755,10150,22
deet,20161029c1v4,3,V757,10178,23
deet,20161029c1v4,3,V758,10230,49
deet,20161029c1v4,3,V760,10275,40
deet,20161029c1v4,3,V761,10288,11
deet,20161029c1v4,3,V762,10349,59
deet,20161029c1v4,3,V764,10379,13
deet,20161029c1v4,3,V767,10399,7
deet,20161029c1v4,3,V768,10408,6
deet,20161029c1v4,3,V770,10446,28
deet,20161029c1v4,3,V777,10522,8
deet,20161029c1v4,3,V780,10550,10
deet,20161029c1v4,3,V781,10559,7
deet,20161029c1v4,3,V785,10601,5
deet,20161029c1v4,3,V790,10643,14
deet,20161029c1v4,3,V791,10684,39
deet,20161029c1v4,3,V793,10706,10
deet,20161029c1v4,3,V794,10715,5
deet,20161029c1v4,3,V795,10745,28
deet,20161029c1v4,3,V796,10772,23
deet,20161029c1v4,3,V798,10794,10
deet,20161029c1v4,3,V799,10973,174
deet,20161029c1v4,3,V800,11084,106
deet,20161029c1v4,3,V801,11100,13
deet,20161029c1v4,3,V802,11138,36
deet,20161029c1v4,3,V804,11164,9
deet,20161029c1v4,3,V805,11181,6
deet,20161029c1v4,3,V806,11188,5
deet,20161029c1v4,3,V807,11196,6
deet,20161029c1v4,3,V808,11210,6
deet,20161029c1v4,3,V809,11226,14
deet,20161029c1v4,3,V811,11248,9
deet,20161029c1v4,3,V813,11267,9
deet,20161029c1v4,3,V815,11286,8
deet,20161029c1v4,3,V816,11293,5
deet,20161029c1v4,3,V817,11308,7
deet,20161029c1v4,3,V819,11327,12
deet,20161029c1v4,3,V823,11395,56
deet,20161029c1v4,3,V826,11424,14
deet,20161029c1v4,3,V830,11462,6
deet,20161029c1v4,3,V831,11470,6
deet,20161029c1v4,3,V832,11480,5
deet,20161029c1v4,3,V834,11506,11
deet,20161029c1v4,3,V836,11523,5
deet,20161029c1v4,3,V840,11556,8
deet,20161029c1v4,3,V841,11580,22
deet,20161029c1v4,3,V842,11638,49
deet,20161029c1v4,3,V844,11693,33
deet,20161029c1v4,3,V845,11703,5
deet,20161029c1v4,3,V847,11719,10
deet,20161029c1v4,3,V849,11738,14
deet,20161029c1v4,3,V850,11762,13
deet,20161029c1v4,3,V851,11772,8
deet,20161029c1v4,3,V853,11787,9
deet,20161029c1v4,3,V854,11801,8
deet,20161029c1v4,3,V855,11822,12
deet,20161029c1v4,3,V859,11878,42
deet,20161029c1v4,3,V860,11891,7
deet,20161029c1v4,3,V866,11962,13
deet,20161029c1v4,3,V870,11991,12
deet,20161029c1v4,3,V873,12007,6
deet,20161029c1v4,3,V881,12055,5
deet,20161029c1v4,3,V883,12075,8
deet,20161029c1v4,3,V889,12124,19
deet,20161029c1v4,3,V891,12160,29
deet,20161029c1v4,3,V892,12168,5
deet,20161029c1v4,3,V893,12177,7
deet,20161029c1v4,3,V894,12189,9
deet,20161029c1v4,3,V899,12217,13
deet,20161029c1v4,3,V901,12232,6
deet,20161029c1v4,3,V902,12247,11
deet,20161029c1v4,3,V905,12264,7
deet,20161029c1v4,3,V913,12295,5
deet,20161029c1v4,3,V915,12313,8
deet,20161029c1v4,3,V916,12339,20
deet,20161029c1v4,3,V921,12368,5
deet,20161029c1v4,3,V923,12407,24
deet,20161029c1v4,3,V926,12423,7
deet,20161029c1v4,3,V928,12436,6
deet,20161029c1v4,3,V930,12456,6
deet,20161029c1v4,3,V935,12502,5
deet,20161029c1v4,3,V938,12544,7
deet,20161029c1v4,3,V939,12566,5
deet,20161029c1v4,3,V943,12603,11
deet,20161029c1v4,3,V945,12674,5
deet,20161029c1v4,3,V952,13114,6
deet,20161029c1v4,3,V953,13127,5
deet,20161029c1v4,3,V957,13525,14
deet,20161029c1v4,3,V958,13541,13
deet,20161029c1v4,3,V959,13558,15
deet,20161029c1v4,3,V961,13577,12
deet,20161029c1v4,3,V962,13584,5
deet,20161029c1v4,3,V963,13606,19
deet,20161029c1v4,3,V964,13619,11
deet,20161029c1v4,3,V965,13634,13
deet,20161029c1v4,3,V967,13655,11
deet,20161029c1v4,3,V968,13673,9
deet,20161029c1v4,3,V970,13688,8
deet,20161029c1v4,3,V973,13704,5
deet,20161029c1v4,3,V974,13728,10
deet,20161029c1v4,3,V976,13749,12
deet,20161029c1v4,3,V978,13766,10
deet,20161029c1v4,3,V980,13791,5
deet,20161029c1v4,3,V986,13840,8
deet,20161029c1v4,3,V987,13864,15
deet,20161029c1v4,3,V988,13875,8
deet,20161029c1v4,3,V992,13904,5
deet,20161029c1v4,3,V994,13948,5
deet,20161029c1v4,3,V995,13960,9
deet,20161029c1v4,3,V996,13967,5
etoh,20161029c1v5,1,V4,1369,15
etoh,20161029c1v5,1,V5,1412,26
etoh,20161029c1v5,1,V6,1460,45
etoh,20161029c1v5,1,V7,1471,9
etoh,20161029c1v5,1,V8,1485,10
etoh,20161029c1v5,1,V9,1497,10
etoh,20161029c1v5,1,V10,1526,26
etoh,20161029c1v5,1,V11,1555,27
etoh,20161029c1v5,1,V12,1563,6
etoh,20161029c1v5,1,V13,1579,13
etoh,20161029c1v5,1,V14,1587,6
etoh,20161029c1v5,1,V15,1610,21
etoh,20161029c1v5,1,V17,1665,49
etoh,20161029c1v5,1,V20,1684,7
etoh,20161029c1v5,2,V4,106,5
etoh,20161029c1v5,2,V8,141,5
etoh,20161029c1v5,2,V11,202,12
etoh,20161029c1v5,2,V19,689,44
etoh,20161029c1v5,2,V20,1319,10
etoh,20161029c1v5,2,V21,1330,6
etoh,20161029c1v5,2,V23,1353,5
etoh,20161029c1v5,2,V26,1469,5
etoh,20161029c1v5,2,V29,1494,8
etoh,20161029c1v5,2,V30,1571,6
etoh,20161029c1v5,2,V32,1592,13
etoh,20161029c1v5,2,V34,1646,7
etoh,20161029c1v5,2,V38,1876,7
etoh,20161029c1v5,2,V41,1911,6
etoh,20161029c1v5,2,V43,1924,7
etoh,20161029c1v5,2,V51,2004,12
etoh,20161029c1v5,2,V55,2056,13
etoh,20161029c1v5,2,V57,2103,29
etoh,20161029c1v5,2,V59,2133,21
etoh,20161029c1v5,2,V61,2197,51
etoh,20161029c1v5,2,V62,2208,9
etoh,20161029c1v5,2,V63,2222,10
etoh,20161029c1v5,2,V64,2232,8
etoh,20161029c1v5,2,V65,2243,8
etoh,20161029c1v5,2,V68,2264,8
etoh,20161029c1v5,2,V69,2280,11
etoh,20161029c1v5,2,V73,2326,24
etoh,20161029c1v5,2,V74,2338,5
etoh,20161029c1v5,2,V77,2356,7
etoh,20161029c1v5,2,V80,2381,6
etoh,20161029c1v5,2,V84,2422,7
etoh,20161029c1v5,2,V85,2438,14
etoh,20161029c1v5,2,V89,2467,14
etoh,20161029c1v5,2,V95,2701,9
etoh,20161029c1v5,2,V97,2715,7
etoh,20161029c1v5,2,V98,2726,9
etoh,20161029c1v5,2,V104,2763,7
etoh,20161029c1v5,2,V107,2785,5
etoh,20161029c1v5,2,V109,2832,32
etoh,20161029c1v5,2,V111,2848,11
etoh,20161029c1v5,2,V112,2859,8
etoh,20161029c1v5,2,V113,2882,20
etoh,20161029c1v5,2,V114,2895,11
etoh,20161029c1v5,3,V4,1424,50
etoh,20161029c1v5,3,V7,1560,20
etoh,20161029c1v5,3,V9,1576,5
etoh,20161029c1v5,3,V12,1596,9
etoh,20161029c1v5,3,V15,1644,27
etoh,20161029c1v5,3,V16,1652,6
etoh,20161029c1v5,3,V17,1667,9
etoh,20161029c1v5,4,V3,42,14
etoh,20161029c1v5,4,V10,457,9
etoh,20161029c1v5,4,V11,468,7
etoh,20161029c1v5,4,V13,483,8
etoh,20161029c1v5,4,V15,501,13
etoh,20161029c1v5,4,V17,516,10
etoh,20161029c1v5,4,V18,527,9
etoh,20161029c1v5,4,V19,536,7
etoh,20161029c1v5,4,V20,558,20
etoh,20161029c1v5,4,V22,581,14
etoh,20161029c1v5,4,V23,590,6
etoh,20161029c1v5,4,V24,608,5
etoh,20161029c1v5,4,V28,639,7
etoh,20161029c1v5,4,V31,683,8
etoh,20161029c1v5,4,V32,705,9
etoh,20161029c1v5,4,V34,755,5
etoh,20161029c1v5,4,V35,788,31
etoh,20161029c1v5,4,V42,887,7
etoh,20161029c1v5,4,V45,913,14
etoh,20161029c1v5,4,V46,1043,5
etoh,20161029c1v5,4,V49,1179,8
etoh,20161029c1v5,4,V50,1199,6
etoh,20161029c1v5,4,V54,1646,5
etoh,20161029c1v5,4,V71,2543,15
etoh,20161029c1v5,4,V72,2553,5
etoh,20161029c1v5,4,V74,2580,9
etoh,20161029c1v5,4,V77,2627,11
etoh,20161029c1v5,4,V78,2649,13
etoh,20161029c1v5,4,V91,3645,9
etoh,20161029c1v5,4,V92,3689,6
etoh,20161029c1v5,4,V101,3955,9
etoh,20161029c1v5,4,V104,3982,7
etoh,20161029c1v5,4,V105,3994,6
etoh,20161029c1v5,4,V111,4072,6
etoh,20161029c1v5,4,V113,4102,14
etoh,20161029c1v5,4,V118,4154,16
etoh,20161029c1v5,4,V121,4217,7
etoh,20161029c1v5,4,V124,4236,7
etoh,20161029c1v5,4,V125,4246,8
etoh,20161029c1v5,4,V127,4256,5
etoh,20161029c1v5,4,V128,4273,12
etoh,20161029c1v5,4,V129,4281,5
etoh,20161029c1v5,4,V130,4299,14
etoh,20161029c1v5,4,V131,4375,74
etoh,20161029c1v5,4,V136,4456,51
etoh,20161029c1v5,4,V139,4496,30
etoh,20161029c1v5,4,V140,4562,64
etoh,20161029c1v5,4,V141,4586,9
etoh,20161029c1v5,4,V142,4663,75
etoh,20161029c1v5,4,V147,4798,5
etoh,20161029c1v5,4,V150,4845,12
etoh,20161029c1v5,4,V152,4890,27
etoh,20161029c1v5,4,V153,4899,6
etoh,20161029c1v5,4,V155,4927,9
etoh,20161029c1v5,4,V157,4945,10
etoh,20161029c1v5,4,V158,4958,11
etoh,20161029c1v5,4,V160,4980,5
etoh,20161029c1v5,4,V161,4987,5
etoh,20161029c1v5,4,V165,5014,5
etoh,20161029c1v5,4,V168,5052,5
etoh,20161029c1v5,4,V170,5063,5
etoh,20161029c1v5,4,V173,5089,8
etoh,20161029c1v5,4,V174,5106,15
etoh,20161029c1v5,4,V175,5127,11
etoh,20161029c1v5,4,V177,5152,6
etoh,20161029c1v5,4,V178,5162,8
etoh,20161029c1v5,4,V180,5185,17
etoh,20161029c1v5,4,V182,5205,7
etoh,20161029c1v5,4,V187,5246,6
etoh,20161029c1v5,4,V189,5259,6
etoh,20161029c1v5,4,V190,5431,150
etoh,20161029c1v5,5,V1,23,12
etoh,20161029c1v5,5,V5,180,11
deet,20161029c2v4,1,V1,6,5
deet,20161029c2v4,1,V5,229,5
deet,20161029c2v4,1,V11,413,9
deet,20161029c2v4,1,V23,1326,7
deet,20161029c2v4,1,V43,1563,5
deet,20161029c2v4,1,V56,1738,5
deet,20161029c2v4,1,V57,1754,5
deet,20161029c2v4,1,V74,2117,6
deet,20161029c2v4,1,V75,2163,9
deet,20161029c2v4,1,V79,2203,7
deet,20161029c2v4,1,V81,2227,7
deet,20161029c2v4,1,V87,2340,22
deet,20161029c2v4,1,V89,2370,7
deet,20161029c2v4,1,V90,2405,31
deet,20161029c2v4,1,V91,2453,9
deet,20161029c2v4,1,V94,2512,8
deet,20161029c2v4,1,V104,2687,25
deet,20161029c2v4,1,V110,2805,6
deet,20161029c2v4,1,V111,2825,9
deet,20161029c2v4,1,V112,2838,5
deet,20161029c2v4,1,V114,2853,7
deet,20161029c2v4,1,V115,2860,5
deet,20161029c2v4,1,V116,3792,227
deet,20161029c2v4,1,V117,3834,30
deet,20161029c2v4,1,V124,3948,7
deet,20161029c2v4,1,V125,3958,8
deet,20161029c2v4,1,V132,4182,23
deet,20161029c2v4,1,V133,4212,20
deet,20161029c2v4,1,V135,4353,9
deet,20161029c2v4,1,V139,4380,5
deet,20161029c2v4,1,V140,5383,992
deet,20161029c2v4,1,V142,5709,14
deet,20161029c2v4,1,V150,6009,5
deet,20161029c2v4,1,V152,6038,11
deet,20161029c2v4,1,V154,6264,69
deet,20161029c2v4,1,V155,6276,6
deet,20161029c2v4,1,V156,6491,43
deet,20161029c2v4,1,V158,6822,23
deet,20161029c2v4,1,V162,6865,7
deet,20161029c2v4,1,V177,6979,7
deet,20161029c2v4,1,V192,7095,7
deet,20161029c2v4,1,V193,7113,13
deet,20161029c2v4,1,V194,7122,5
deet,20161029c2v4,1,V197,7150,16
deet,20161029c2v4,1,V201,7179,6
deet,20161029c2v4,1,V204,7210,8
deet,20161029c2v4,1,V222,7399,7
deet,20161029c2v4,1,V225,7564,5
deet,20161029c2v4,1,V239,7970,7
deet,20161029c2v4,1,V245,8012,10
deet,20161029c2v4,1,V247,8030,9
deet,20161029c2v4,1,V248,8037,5
deet,20161029c2v4,1,V249,8057,18
deet,20161029c2v4,1,V251,8072,9
deet,20161029c2v4,1,V252,8085,11
deet,20161029c2v4,1,V253,8094,6
deet,20161029c2v4,1,V254,8131,7
deet,20161029c2v4,1,V260,8229,14
deet,20161029c2v4,1,V268,8300,5
deet,20161029c2v4,1,V270,8677,5
deet,20161029c2v4,1,V273,8733,16
deet,20161029c2v4,1,V276,8789,18
deet,20161029c2v4,1,V278,8805,9
deet,20161029c2v4,1,V281,8862,9
deet,20161029c2v4,1,V285,8882,6
deet,20161029c2v4,1,V288,8933,35
deet,20161029c2v4,1,V289,8958,23
deet,20161029c2v4,1,V291,9020,13
deet,20161029c2v4,1,V293,9082,7
deet,20161029c2v4,1,V297,9131,10
deet,20161029c2v4,1,V299,9142,5
deet,20161029c2v4,1,V301,9155,5
deet,20161029c2v4,1,V303,9171,8
deet,20161029c2v4,1,V304,9193,15
deet,20161029c2v4,1,V305,9201,5
deet,20161029c2v4,1,V306,9216,10
deet,20161029c2v4,1,V307,9224,5
deet,20161029c2v4,1,V309,9240,7
deet,20161029c2v4,1,V312,9260,6
deet,20161029c2v4,1,V315,9323,55
deet,20161029c2v4,1,V316,9337,11
deet,20161029c2v4,1,V321,9367,8
deet,20161029c2v4,1,V322,9384,13
deet,20161029c2v4,1,V324,9399,5
deet,20161029c2v4,1,V325,9420,18
deet,20161029c2v4,1,V326,9437,14
deet,20161029c2v4,1,V327,9462,23
deet,20161029c2v4,1,V328,9472,8
deet,20161029c2v4,1,V331,9500,20
deet,20161029c2v4,1,V332,9524,16
deet,20161029c2v4,1,V337,9589,5
deet,20161029c2v4,1,V341,9628,11
deet,20161029c2v4,1,V344,9680,9
deet,20161029c2v4,1,V346,9705,11
deet,20161029c2v4,1,V348,9742,11
deet,20161029c2v4,1,V349,9781,12
deet,20161029c2v4,1,V352,9817,17
deet,20161029c2v4,1,V360,9883,8
deet,20161029c2v4,1,V361,9912,7
deet,20161029c2v4,1,V362,9937,23
deet,20161029c2v4,1,V365,9979,25
deet,20161029c2v4,1,V366,10020,38
deet,20161029c2v4,1,V370,10181,18
deet,20161029c2v4,1,V374,10280,11
deet,20161029c2v4,1,V376,10309,5
deet,20161029c2v4,1,V379,10345,6
deet,20161029c2v4,1,V380,10375,27
deet,20161029c2v4,1,V382,10448,11
deet,20161029c2v4,1,V383,10458,5
deet,20161029c2v4,1,V386,10486,13
deet,20161029c2v4,1,V387,10500,11
deet,20161029c2v4,1,V390,10578,10
