,expt,date,genotype,percentDEET,stimulus,sum,CI,
2988,odor,20161101,N2,0,pyrazine,180,0.888888889,
2994,spots,20161101,N2,0,ISI,143,0.846153846,
3000,spots,20161101,N2,0,ISI,170,0.729411765,
3006,spots,20161101,N2,0,ISI,151,0.774834437,
3012,spots,20161101,N2,0,IDI,83,0.626506024,
3018,spots,20161101,N2,0,IDI,74,0.648648649,
3024,spots,20161101,N2,0,IDI,88,0.590909091,
3030,spots,20161101,N2,0,DD,147,0.353741497,
3036,spots,20161101,N2,0,DD,142,-0.190140845,
3042,spots,20161101,N2,0,DD,127,0.559055118,
3048,spots,20161101,N2,0,DD,131,0.083969466,
3054,spots,20161101,N2,0,DD,67,0.611940299,
3060,spots,20161101,N2,0,DD,136,0.463235294,
3066,spots,20161101,N2,0,DD,81,0.407407407,
3072,spots,20161101,N2,0,DD,165,0.16969697,
3078,spots,20161101,N2,0,EE,146,-0.212328767,
3084,spots,20161101,N2,0,EE,78,0.307692308,
3090,spots,20161101,N2,0,EE,107,0.448598131,
3096,spots,20161101,N2,0,EE,119,0.386554622,
3108,gpcr,20161103,N2,0,IAA,208,0.783653846,
3120,gpcr,20161103,odr7,0.15,IAA,53,0.018867925,
3126,gpcr,20161103,odr7,0.15,IAA,104,-0.105769231,
3132,gpcr,20161103,odr7,0.15,IAA,64,0.078125,
3144,gpcr,20161103,N2,0.15,IAA,62,0.016129032,
3150,gpcr,20161103,N2,0.15,IAA,59,-0.152542373,
3156,gpcr,20161103,N2,0,IAA,119,0.705882353,
3162,gpcr,20161103,N2,0,IAA,212,0.783018868,
3168,gpcr,20161103,N2,0.15,IAA,62,-0.193548387,
3174,gpcr,20161103,odr7,0.15,IAA,68,0.073529412,
3180,gpcr,20161103,odr7,0.15,IAA,75,-0.16,
3186,gpcr,20161103,odr7,0.15,IAA,91,-0.010989011,
3192,gpcr,20161103,odr7,0.15,IAA,63,0,
3204,gpcr,20161103,odr7,0.15,IAA,135,-0.044444444,
3210,gpcr,20161103,odr7,0.15,IAA,78,0.166666667,
3216,gpcr,20161103,odr7,0.15,IAA,80,0.0125,
3222,hawaiian,20161106,ewIR76,0.15,IAA,103,-0.009708738,
3228,hawaiian,20161106,ewIR76,0.15,IAA,87,0.206896552,
3234,hawaiian,20161106,ewIR76,0.15,IAA,157,0.23566879,
3240,hawaiian,20161106,ewIR76,0.15,IAA,83,0.168674699,
3246,hawaiian,20161106,ewIR76,0.15,IAA,113,-0.212389381,
3252,hawaiian,20161106,ewIR76,0.15,IAA,133,-0.195488722,
3258,hawaiian,20161106,ewIR76,0,IAA,114,0.754385965,
3264,hawaiian,20161106,ewIR76,0,IAA,187,0.673796791,
3270,hawaiian,20161106,ewIR76,0,IAA,68,0.397058824,
3276,hawaiian,20161106,ewIR76,0,IAA,90,0.711111111,
3282,hawaiian,20161106,ewIR74,0,IAA,140,0.635714286,
3288,hawaiian,20161106,ewIR74,0,IAA,143,0.79020979,
3294,hawaiian,20161106,ewIR73,0.15,IAA,79,-0.012658228,
3300,hawaiian,20161106,ewIR73,0.15,IAA,50,0.1,
3306,hawaiian,20161106,ewIR73,0,IAA,118,0.906779661,
3312,hawaiian,20161106,ewIR73,0,IAA,73,0.452054795,
3318,hawaiian,20161106,ewIR73,0,IAA,156,0.858974359,
3324,hawaiian,20161106,ewIR73,0,IAA,111,0.873873874,
3330,hawaiian,20161106,ewIR73,0,IAA,181,0.712707182,
3336,hawaiian,20161106,N2,0.15,IAA,65,0.184615385,
3342,hawaiian,20161106,N2,0.15,IAA,64,-0.25,
3348,hawaiian,20161106,N2,0.15,IAA,66,-0.181818182,
3354,hawaiian,20161106,ewIR73,0.15,IAA,59,0.13559322,
3360,hawaiian,20161106,ewIR73,0.15,IAA,62,0.080645161,
3366,hawaiian,20161106,ewIR73,0.15,IAA,69,-0.043478261,
3372,hawaiian,20161106,N2,0,IAA,186,0.88172043,
3378,hawaiian,20161106,N2,0.15,IAA,181,0.303867403,
3384,hawaiian,20161106,N2,0.15,IAA,79,0.417721519,
3390,hawaiian,20161106,N2,0.15,IAA,60,0.1,
3396,hawaiian,20161106,N2,0.15,IAA,50,0.04,
3402,hawaiian,20161106,N2,0.15,IAA,64,0,
3408,hawaiian,20161106,hawaiian,0.15,IAA,91,0.351648352,
3414,hawaiian,20161106,hawaiian,0.15,IAA,87,0.390804598,
3420,hawaiian,20161106,N2,0,IAA,106,0.622641509,
3426,hawaiian,20161106,N2,0,IAA,78,0.666666667,
3432,hawaiian,20161106,N2,0,IAA,77,0.649350649,
3438,hawaiian,20161106,N2,0,IAA,125,0.776,
3444,hawaiian,20161106,hawaiian,0,IAA,98,0.795918367,
3450,hawaiian,20161106,hawaiian,0,IAA,102,0.774509804,
3456,hawaiian,20161106,hawaiian,0,IAA,106,0.79245283,
3462,hawaiian,20161106,hawaiian,0,IAA,120,0.816666667,
3468,hawaiian,20161106,hawaiian,0.15,IAA,110,0.481818182,
3474,hawaiian,20161106,hawaiian,0.15,IAA,120,0.308333333,
3480,hawaiian,20161106,ewIR76,0.15,IAA,141,0.063829787,
3486,hawaiian,20161106,ewIR76,0.15,IAA,108,0.166666667,
3516,hawaiian,20161106,ewIR74,0.15,IAA,63,0.412698413,
3522,odor,20161107,N2,0,pyrazine,127,0.622047244,
3528,odor,20161107,N2,0,pyrazine,156,0.641025641,
3534,odor,20161107,N2,0.15,pyrazine,85,0.788235294,
3540,odor,20161107,N2,0.15,pyrazine,95,0.842105263,
3546,odor,20161107,N2,0.15,pyrazine,107,0.644859813,
3558,odor,20161107,N2,0,butanone,155,0.961290323,
3564,odor,20161107,N2,0,butanone,239,0.870292887,
3570,odor,20161107,N2,0,butanone,239,0.949790795,
3576,odor,20161107,N2,0,butanone,176,0.977272727,
3582,odor,20161107,N2,0.15,nonanone,106,0.094339623,
3588,odor,20161107,N2,0.15,nonanone,75,0.04,
3594,odor,20161107,N2,0.15,nonanone,70,-0.314285714,
3600,odor,20161107,N2,0,nonanone,98,-0.683673469,
3606,odor,20161107,N2,0,nonanone,171,-0.50877193,
3612,odor,20161107,N2,0,butanone,176,0.977272727,
3636,odor,20161107,N2,0.15,butanone,85,0.470588235,
3648,odor,20161107,N2,0.15,butanone,66,0.287878788,
3678,odor,20161107,N2,0.15,butanone,79,0.35443038,
3684,odor,20161107,N2,0.15,butanone,120,0.233333333,
3690,odor,20161107,N2,0,IAA,217,0.884792627,
3726,odor,20161107,N2,0.15,IAA,54,-0.037037037,
3732,odor,20161107,N2,0.15,IAA,55,-0.018181818,
3738,odor,20161107,N2,0,IAA,196,0.836734694,
3744,odor,20161107,N2,0,IAA,226,0.867256637,
3750,odor,20161107,N2,0,IAA,224,0.928571429,
3756,odor,20161107,N2,0,IAA,126,0.992063492,
4068,hawaiian,20161202,ewIR74,0.15,IAA,62,0.451612903,
4074,hawaiian,20161202,ewIR74,0.15,IAA,78,0.294871795,
4080,hawaiian,20161202,ewIR74,0.15,IAA,62,0.532258065,
4086,hawaiian,20161202,ewIR74,0.15,IAA,76,-0.026315789,
4092,hawaiian,20161202,ewIR74,0,IAA,186,0.586021505,
4098,hawaiian,20161202,ewIR74,0,IAA,145,0.6,
4104,hawaiian,20161202,ewIR73,0.15,IAA,62,-0.290322581,
4110,hawaiian,20161202,ewIR73,0.15,IAA,55,0,
4116,hawaiian,20161202,ewIR74,0.15,IAA,69,0.47826087,
4122,hawaiian,20161202,ewIR74,0.15,IAA,62,-0.14516129,
4128,hawaiian,20161202,ewIR74,0,IAA,164,0.548780488,
4134,hawaiian,20161202,ewIR74,0.15,IAA,67,0.044776119,
4140,hawaiian,20161202,hawaiian,0.15,IAA,235,0.480851064,
4146,hawaiian,20161202,hawaiian,0.15,IAA,190,0.552631579,
4152,hawaiian,20161202,hawaiian,0.15,IAA,151,0.066225166,
4158,hawaiian,20161202,ewIR73,0,IAA,205,0.648780488,
4164,hawaiian,20161202,ewIR73,0.15,IAA,141,0.141843972,
4176,hawaiian,20161202,N2,0.15,IAA,102,0.029411765,
4182,hawaiian,20161202,N2,0.15,IAA,102,0.147058824,
4188,hawaiian,20161202,hawaiian,0,IAA,139,0.71942446,
4194,hawaiian,20161202,hawaiian,0,IAA,138,0.753623188,
4200,hawaiian,20161202,hawaiian,0.15,IAA,209,0.19138756,
4206,hawaiian,20161202,hawaiian,0.15,IAA,230,0.608695652,
4212,hawaiian,20161202,N2,0,IAA,172,0.872093023,
4218,hawaiian,20161202,N2,0,IAA,186,0.811827957,
4224,hawaiian,20161202,N2,0.15,IAA,105,0.00952381,
4230,hawaiian,20161202,N2,0.15,IAA,133,-0.07518797,
4236,hawaiian,20161202,N2,0.15,IAA,85,0.047058824,
4242,hawaiian,20161202,N2,0.15,IAA,115,-0.008695652,
4248,hawaiian,20161202,ewIR76,0.15,IAA,132,-0.022727273,
4254,hawaiian,20161202,ewIR76,0.15,IAA,138,0.065217391,
4260,hawaiian,20161202,ewIR76,0.15,IAA,117,0.034188034,
4266,hawaiian,20161202,ewIR76,0.15,IAA,143,-0.118881119,
4272,hawaiian,20161202,ewIR76,0.15,IAA,100,-0.09,
4278,hawaiian,20161202,ewIR76,0.15,IAA,108,0.259259259,
4284,rescue,20161203,crispr,0.15,IAA,99,0.161616162,
4290,rescue,20161203,crispr,0.15,IAA,162,0.586419753,
4296,rescue,20161203,crispr,0.15,IAA,165,0.224242424,
4302,rescue,20161203,crispr,0.15,IAA,101,0.326732673,
4308,rescue,20161203,crispr,0.15,IAA,177,0.384180791,
4314,rescue,20161203,crispr,0.15,IAA,127,0.031496063,
4320,rescue,20161203,crispr-r,0.15,IAA,81,-0.024691358,
4326,rescue,20161203,crispr-r,0.15,IAA,51,-0.588235294,
4332,rescue,20161203,crispr-r,0.15,IAA,67,-0.089552239,
4338,rescue,20161203,crispr-r,0.15,IAA,72,-0.083333333,
4344,rescue,20161203,crispr-r,0.15,IAA,68,-0.102941176,
4350,tetx,20170504,N2,0,IAA,126,0.642857143,
4356,tetx,20170504,tetx,0,IAA,159,0.635220126,
4362,tetx,20170504,N2,0.15,IAA,68,0.161764706,
4368,tetx,20170504,tetx,0.15,IAA,78,0.628205128,
4374,tetx,20170504,tetx,0.15,IAA,60,0.533333333,
4380,tetx,20170504,N2,0.15,IAA,80,0.0125,
4975,tetx,20170504,crispr,0.15,IAA,50,0.28,
4416,tetx,20160315,N2,0.15,IAA,65,0.138461538,
4422,tetx,20160315,N2,0.15,IAA,150,0.282894737,
4428,tetx,20160315,crispr,0.15,IAA,101,0.388349515,
4434,tetx,20160315,crispr,0.15,IAA,131,0.437037037,
4458,tetx,20160315,tetx,0,IAA,66,0.833333333,
4476,tetx,20160315,tetx,0,IAA,114,0.824561404,
4482,tetx,20160315,tetx,0,IAA,148,0.834437086,
4494,tetx,20160315,N2,0,IAA,163,0.790419162,
4518,tetx,20160315,crispr,0,IAA,236,0.957805907,
4524,tetx,20160316,crispr,0,IAA,96,0.84375,
4530,tetx,20160316,N2,0,IAA,67,0.794117647,
4536,tetx,20160316,N2,0.15,IAA,63,0.272727273,
4542,tetx,20160316,N2,0.15,IAA,81,-0.011235955,
4548,tetx,20160316,N2,0,IAA,53,0.773584906,
4584,tetx,20160316,crispr,0.15,IAA,53,0.423728814,
4650,rescue2,2014,ed03,0.15,IAA,50,0.122456258,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4656,rescue2,2014,ed03,0.15,IAA,50,0.242185205,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4662,rescue2,2014,ed03,0.15,IAA,50,0.252003525,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4668,rescue2,2014,ed03,0.15,IAA,50,0.316997441,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4674,rescue2,2014,ed03,0.15,IAA,50,0.326899677,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4680,rescue2,2014,ed03,0.15,IAA,50,0.345990853,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4686,rescue2,2014,ed03,0.15,IAA,50,0.364998112,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4692,rescue2,2014,ed03-r,0.15,IAA,50,0.291150925,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4698,rescue2,2014,ed03-r,0.15,IAA,50,0.175932531,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4704,rescue2,2014,ed03-r,0.15,IAA,50,0.135799102,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4710,rescue2,2014,ed03-r,0.15,IAA,50,0.136365544,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4716,rescue2,2014,ed03-r,0.15,IAA,50,-0.009000126,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4722,rescue2,2014,ed03-r,0.15,IAA,50,-0.147988084,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4728,screen2,2014,ed03,0.15,IAA,50,0.511383627,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4734,screen2,2014,ed03,0.15,IAA,50,0.494939194,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4740,screen2,2014,ed03,0.15,IAA,50,0.434336996,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4746,screen2,2014,ed03,0.15,IAA,50,0.430155776,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4752,screen2,2014,ed03,0.15,IAA,50,0.383040563,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4758,screen2,2014,ed03,0.15,IAA,50,0.254417051,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4764,screen2,2014,N2,0.15,IAA,50,0.277056829,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4770,screen2,2014,N2,0.15,IAA,50,0.26573694,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4776,screen2,2014,N2,0.15,IAA,50,0.14139663,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4782,screen2,2014,N2,0.15,IAA,50,0.032327971,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4788,screen2,2014,N2,0.15,IAA,50,-0.018611529,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4794,screen2,2014,N2,0.15,IAA,50,-0.055554139,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4800,screen2,2014,N2,0.15,IAA,50,-0.365270377,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
4854,tetx,20170515,crispr,0.15,IAA,196,0.795918367,
4860,tetx,20170515,crispr,0.15,IAA,97,0.845360825,
4866,tetx,20170515,crispr,0.15,IAA,149,0.771812081,
4872,tetx,20170515,crispr,0.15,IAA,187,0.631016043,
4878,tetx,20170515,N2,0.15,IAA,75,0.146666667,
4902,tetx,20170516,crispr,0.15,IAA,72,0.055555556,
4908,tetx,20170516,crispr,0.15,IAA,147,0.299319728,
4914,tetx,20170516,tetx,0.15,IAA,76,0.394736842,
4920,tetx,20170516,N2,0.15,IAA,65,0.276923077,
4926,tetx,20170516,N2,0,IAA,82,0.487804878,
4932,tetx,20170516,N2,0,IAA,72,0.444444444,
4938,tetx,20170516,N2,0.15,IAA,75,0.413333333,
4944,tetx,20170516,N2,0.15,IAA,66,0.378787879,
4950,tetx,20170516,crispr,0.15,IAA,115,0.495652174,
4956,tetx,20170516,crispr,0.15,IAA,150,0.78,
5089,tetx,2015,N2,0.15,IAA,50,-0.038975129,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5100,tetx,2015,N2,0.15,IAA,51,0.159864797,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5101,tetx,2015,N2,0.15,IAA,52,0.190869638,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5112,tetx,2015,N2,0.15,IAA,53,0.208854949,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5113,tetx,2015,N2,0.15,IAA,54,0.25166917,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5124,tetx,2015,N2,0.15,IAA,55,0.263687197,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5125,tetx,2015,N2,0.15,IAA,56,0.355616758,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5136,tetx,2015,N2,0.15,IAA,57,0.346728426,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5137,tetx,2015,N2,0.15,IAA,58,0.39672008,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5148,tetx,2015,tetx,0.15,IAA,59,0.7612669,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5149,tetx,2015,tetx,0.15,IAA,60,0.688574528,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5160,tetx,2015,tetx,0.15,IAA,61,0.569646136,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5161,tetx,2015,tetx,0.15,IAA,62,0.430854615,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5172,tetx,2015,tetx,0.15,IAA,63,0.404439993,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5173,tetx,2015,tetx,0.15,IAA,64,0.377983642,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"
5184,tetx,2015,tetx,0.15,IAA,65,0.338340845,"collected earlier, did not keep track of exact number of worms, number added just to pass filter in analysis"